IPP_CODE,IPO_SEQN,IPP_TITL,FAC_CODE,FAC_NAME,IPP_DPTC,DPT_NAME,IPO_AYRC,AYR_SNAM,IPO_BEGD,MOA_NAME,,,,
TMRMSISING01,3,MRes Management Sciences and Innovation,ENG,Faculty of Engineering Sciences,MANSC_ENG,Management Science and Innovation,2012,2012/13,24-Sep-12,Full-time,FULL_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'TMRMSISING01'), '2012-08-24',3,'FULL_TIME');"
TMRPEESING01,11,MRes The Politics and Economics of Eastern Europe,SES,School of Slavonic and Eastern European Studies,SSEES_SES,SSEES - School of Slavonic & East European Studies,2013,2013/14,23-Sep-13,Full-time,,,,
TMRPEESING01,9,MRes The Politics and Economics of Eastern Europe,SES,School of Slavonic and Eastern European Studies,SSEES_SES,SSEES - School of Slavonic & East European Studies,2012,2012/13,24-Sep-12,Full-time,,,,
TMRPSYSCOG12,3,MRes Cognitive Neuroscience,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,,,
TMRPSYSCOG12,1,MRes Cognitive Neuroscience,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Full-time,,,,
TMRSECSING01,10,MRes Security Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2012,2012/13,24-Sep-12,Modular/flexible study,MODULAR,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'TMRSECSING01'), '2012-08-24',10,'MODULAR');"
TMRSECSING01,11,MRes Security Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2013,2013/14,23-Sep-13,Modular/flexible study,MODULAR,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'TMRSECSING01'), '2013-08-23',11,'MODULAR');"
TMRSECSING01,12,MRes Security Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2013,2013/14,23-Sep-13,Full-time,FULL_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'TMRSECSING01'), '2013-08-23',12,'FULL_TIME');"
TMRSECSING01,7,MRes Security Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2012,2012/13,24-Sep-12,Full-time,FULL_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'TMRSECSING01'), '2012-08-24',7,'FULL_TIME');"
TMRSPESSLC01,16,"MRes Speech, Language and Cognition",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,,,
TMRSPESSLC01,11,"MRes Speech, Language and Cognition",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Full-time,,,,
TMRTELSING01,9,MRes Telecommunications,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2012,2012/13,24-Sep-12,Full-time,FULL_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'TMRTELSING01'), '2012-08-24',9,'FULL_TIME');"
TMRTELSING01,11,MRes Telecommunications,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2013,2013/14,23-Sep-13,Full-time,FULL_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'TMRTELSING01'), '2013-08-23',11,'FULL_TIME');"
